id,cons_12m,cons_gas_12m,cons_last_month,forecast_discount_energy,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,num_years_antig,pow_max,AVG_VARIABLE,AVG_FIXED,origin_up_MISSING,origin_up_ewxeelcelemmiwuafmddpobolfuxioce,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,origin_up_usapbepcfoloekilkwsdiboslwaxobdp,channel_sales_MISSING,channel_sales_epumfxlbckeskwekxbiuasklxalciiuu,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_fixdbufsefwooaasfcxdxadsiekoceaa,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_sddiedcslfslkckwlfkdpoeeailfpeds,channel_sales_usilxuppasemubllopkaafesmlibmsdf,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,churn
1ead1c2afba1c19c4030f0dd4808ecfd,6447,25624,1608,0.0,17.16,17.16,2,6,14.49,0.1484994999999999,44.35581996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0034229999999998983,0.17777879999999868,0.0
76953fea70f72741a9b06cfb673dd512,13259,18061,369,0.0,16.66,16.66,2,7,13.2,0.1484994999999999,44.35581996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0034229999999998983,0.17777879999999868,0.0
c5724e01bec1f1b6c4121a03e11426bd,4234,0,288,0.0,7.8,7.8,1,3,10.392,0.1494835,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0037669999999999926,0.17777879999999868,0.0
86b83be8b9198ae420a34b7d8f440c5a,96490,0,11094,0.0,6.88,6.88,1,5,10.35,0.1277507499999999,44.35581996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0029879999999999907,0.17777879999999868,0.0
272ef32e4cf580a298a46bdb084042ce,22182,4296,3591,0.0,3.56,3.56,2,4,13.2,0.146451,44.26692996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0038759999999999906,-1.1999999998124622e-06,0.0
6f168e211b64cff308400a0da23fb863,49250,0,11384,0.0,24.72,24.72,1,3,16.5,0.09747,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0078099999999999975,0.16291560000000516,1.0
23f1bb4cb225055d3a4595cd3361c46f,4707,19010,430,0.0,43.88,43.88,3,6,27.713,0.1010359999999999,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.010108000000000103,0.16291560000000516,0.0
7cb4391abc5dc511922e3d4a8ddec1e2,115074,0,3216,0.0,71.51,71.51,1,6,80.0,0.0981746666666666,27.15259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.009092000000000017,0.16291560000000516,1.0
813798eb20e42bbdb193244cb77b5d69,166,4007,0,0.0,12.36,12.36,2,6,10.392,0.128323,44.35581996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0024109999999999965,0.17777879999999868,0.0
8c19ccde7a31fe8a334ef004ce36e006,4939487,1860052,426460,0.0,0.0,0.0,2,4,16.464000000000002,0.0936421666666666,27.15259,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.004199999999999898,0.0,0.0
8ec346afd491ef4d2fd5280a4746ab73,53305,4581,0,0.0,18.36,18.36,2,3,31.5,0.0986665,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.008497000000000005,0.16291560000000516,0.0
ae8757a74ecc6650a566e1872e1734a1,46592,0,3600,0.0,5.25,5.25,1,4,28.0,0.0978029999999999,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0070199999999999985,0.16291560000000516,0.0
3561f03b9508d24de035b8ac68e7decc,584109,0,52622,0.0,3.2,3.2,1,6,12.0,0.1462979999999999,44.35581996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.004358000000000001,0.17777879999999868,0.0
1f321b5e77fd452af77baf93474d789c,8256,0,0,0.0,18.62,18.62,1,6,13.2,0.1467574999999999,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.005163999999999891,0.17777879999999868,0.0
64395d5ac2e949a2d8972bd2ba4b8f59,19461,0,566,0.0,18.99,18.99,3,3,11.432,0.147278,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0037780000000000036,0.17777879999999868,1.0
a3717d69f743a69bf945a55537a51d22,3549,0,0,0.0,26.73,26.73,1,4,13.2,0.1509225,45.35582016,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.003044999999999992,2.1777792000000034,0.0
7fa56eeb6bcc28fe48e4cabb65c76243,20486,0,59,0.0,15.16,15.16,1,3,10.392,0.14693,44.44470996,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0034309999999999063,0.17777879999999868,0.0
5fb8dbf5cb1c7880c7751bcb9160f43d,9835,0,0,24.0,26.32,26.32,1,4,13.2,0.188469,45.85281996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0045449999999999935,0.1837787999999989,0.0
ba5f235ae848fb39142e122f591cb2a0,15884,478,1677,0.0,6.6,6.6,2,6,19.8,0.1001175,27.098284,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.009328000000000017,0.16291560000000516,0.0
b09b343be929f483a6e696dd9d196bb9,11251,2377,1550,0.0,25.8,25.8,2,5,11.43,0.14559,44.26692996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0046880000000000255,-1.1999999998124622e-06,0.0
2fe44c529c362b7384ca071a82566835,10070,0,0,0.0,23.4,23.4,1,3,10.392,0.1494039999999999,44.26692996,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.0034180000000000044,0.0,0.0
f26267dc844931c06878c19231ca04ef,13043,0,2206,0.0,9.13,9.13,1,4,10.52,0.1451934999999999,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.005519000000000024,0.17777879999999868,0.0
4a09088026c98550207a8260ac0cf17f,1830,0,376,0.0,44.91,44.91,1,6,19.8,0.1039786666666666,27.15259,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.006756000000000012,0.16291560000000516,0.0
2e4f1226638cc8ce216c198f8541123b,1047446,0,115623,0.0,21.9,21.9,1,5,13.2,0.1274482499999999,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.00415299999999999,0.17777879999999868,0.0
fb8039fdb231f5cac2a7e222f8b5b739,3063,0,0,0.0,26.04,26.04,1,4,10.392,0.14964,44.26692996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006297999999999998,-1.1999999998124622e-06,0.0
dbd438cbcb2311a204099a211ecd45f0,26367,58911,1587,0.0,18.36,18.36,3,4,20.0,0.0974316666666666,27.043978,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.017644000000000007,3.600000006542814e-06,0.0
e159f38bc399473a37fb2870f24f7fe4,22227,0,2199,0.0,41.16,41.16,1,6,16.5,0.1000963333333333,27.043978,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.006692999999999991,3.600000006542814e-06,0.0
4fa7d35301e553cbc969401766b6d9eb,1740024,0,222684,0.0,25.7,25.7,1,6,13.856,0.12541625,44.44470996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.005259999999999987,0.17777879999999868,0.0
1b7b34f408a720314a69b256c3c22874,1399,0,0,0.0,26.04,26.04,1,6,10.392,0.150214,44.26692996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.005149999999999988,-1.1999999998124622e-06,0.0
697a31b89be48109a99f5f0cd76a49ce,10615,10160,1577,0.0,16.66,16.66,2,7,13.2,0.1474549999999999,44.35581996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.005511999999999906,0.17777879999999868,0.0
2ead356c99cdaa23f6dc0f020312bd60,10466,0,0,0.0,34.68,34.68,1,4,13.86,0.1479635,44.26692996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006298999999999999,-1.1999999998124622e-06,0.0
d5711656692a07151db05e0b0d18168d,18962,0,3488,0.0,12.54,12.54,1,5,20.0,0.0990148333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007801000000000002,0.16291560000000516,1.0
9cd534057d706574872b48b4e67bede1,683,0,0,0.0,27.44,27.44,1,5,13.2,0.1509225,45.35582016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.003044999999999992,2.1777792000000034,0.0
9d5a4bd563ad0b8cd51114f5ba514045,3176,0,500,0.0,33.12,33.12,1,6,13.2,0.1508169999999999,44.44470996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0039919999999999956,0.0,0.0
dbb251b8e4757d067aa6bb0a1d8ac53c,2756,0,0,0.0,10.36,10.36,1,4,13.856,0.148467,44.44470996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0027669999999999917,0.17777879999999868,0.0
4a66dd4bc74f3e79f8eaff17cedf55a9,2260,0,0,0.0,19.69,19.69,1,4,14.0,0.1446895,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0062490000000000046,0.17777879999999868,0.0
13730c25cc23bad353051a71ddaeab14,5820,102084,272,0.0,30.22,30.22,2,4,13.2,0.1500039999999999,44.44470996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.002818000000000015,0.17777879999999868,0.0
f42b4878a203f4a4abf7148fcb7ba7c1,121714,0,8772,0.0,24.2,24.2,1,5,13.85,0.14803,45.10581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0004180000000000017,1.6777787999999987,0.0
59e6eb73da256bd012e871355557ba0f,16955,0,0,0.0,20.2,20.2,1,5,13.856,0.1446185,44.35581996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.004249000000000003,0.17777879999999868,0.0
6a01011db35200ef2032839fea481ee5,7483,0,374,0.0,9.72,9.72,2,4,13.0,0.149831,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0037669999999999926,0.17777879999999868,0.0
315ce582adec38f4fc3de69961062824,6681,0,0,0.0,30.22,30.22,1,4,13.2,0.1508169999999999,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0039919999999999956,0.0,0.0
720df2e9da28e3e124024fb27a3988dd,61986,36831,5225,0.0,22.52,22.52,2,6,13.856,0.1446185,44.35581996,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.004249000000000003,0.17777879999999868,0.0
20e34a655a67d10d90ad61ecafa47026,2584,0,438,0.0,16.92,16.92,1,6,10.392,0.1494835,44.35581996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0037669999999999926,0.17777879999999868,0.0
c8b97ba42aa82bf6334f3bf0a176b365,117172,0,4527,0.0,39.14,39.14,1,6,17.25,0.1004966666666666,27.15259,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.006191999999999989,0.16291560000000516,0.0
f3ab7c948dd2d8197c976a72e37c6378,11658,0,1463,0.0,50.14,50.14,1,5,27.71,0.0997913333333333,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007922999999999986,0.16291560000000516,0.0
593a5a2e8223a2d749a40d0b7578a140,6856,0,0,0.0,49.44,49.44,1,4,19.8,0.1004966666666666,27.15259,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.006191999999999989,0.16291560000000516,0.0
ca4cba5cabb8d947fa5adbd615c73857,33618,0,1689,0.0,19.29,19.29,1,4,25.0,0.1000958333333333,27.742264159999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007717000000000099,0.0,1.0
43f6d6404627b51fea3240d1373be233,1017579,187578,120936,0.0,36.21,36.21,2,5,20.0,0.0990148333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007801000000000002,0.16291560000000516,0.0
41b56c9f8a7323508e380e5684c95e59,20834,0,1315,0.0,26.64,26.64,1,3,20.0,0.0989613333333333,27.2649508,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007016000000000008,0.4962492000000083,0.0
068079b5b87cc0bea3490fc04ddfa4af,7356,0,0,0.0,20.52,20.52,1,4,13.2,0.148252,44.26692996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.006765999999999994,-1.1999999998124622e-06,0.0
630742e8b637494701c027ca6e93c9f2,873,15200,74,0.0,37.39,37.39,4,6,16.5,0.1039786666666666,27.15259,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.006756000000000012,0.16291560000000516,0.0
3af534f96f1e4d4f4df0162c65f12b03,5464,0,534,0.0,31.64,31.64,1,4,13.856,0.1466365,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.01944499999999999,3.8787405600000042,0.0
6eaddb33dbec169e713cf1ff3c6a509a,8926,0,1005,0.0,41.16,41.16,1,6,16.5,0.1039786666666666,27.15259,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.006756000000000012,0.16291560000000516,0.0
607855a9d9a27fdd9b2a77bf7f7e2b00,9877,0,0,0.0,22.95,22.95,1,3,13.856,0.1421184999999999,44.35581996,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.012273000000000006,0.17777879999999868,0.0
b0efba3636a9aa8279e8bb3b7239d76f,8091,41584,1639,0.0,12.82,12.82,3,5,13.2,0.1484994999999999,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0034229999999998983,0.17777879999999868,0.0
2f1dd0953cc2337d19d1b6eb5ecb9067,30124,0,3788,0.0,3.12,3.12,1,3,16.5,0.1024896666666666,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.011517999999999903,0.16291560000000516,0.0
e655705d2e27822d6675b8d6658a9ebd,1792,0,0,0.0,25.96,25.96,1,3,12.5,0.1509225,45.35582016,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.003044999999999992,2.1777792000000034,0.0
c4f0371739b4c4d4e4d7749d0d592ceb,60049,9720,1086,0.0,0.8999999999999989,0.8999999999999989,2,6,20.0,0.097784,27.043978,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.008161000000000002,3.600000006542814e-06,0.0
f54abeb4766be2892df6de25c6f9659e,6690,0,0,0.0,10.08,10.08,1,3,10.392,0.1449849999999999,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0062490000000000046,0.17777879999999868,0.0
8348ab6b1e3dd0859406e2fcf2a45eea,14905,0,0,0.0,27.14,27.14,2,3,13.2,0.148264,44.44470996,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.003400999999999904,0.17777879999999868,0.0
2a63cf7c94ab1a323aa9511ff8efd196,103450,0,0,0.0,9.919999999999993,9.919999999999993,1,5,13.2,0.1494835,44.35581996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0037669999999999926,0.17777879999999868,0.0
6f9947c7a5902b8543cb6c823baf1b89,3816,0,643,0.0,19.48,19.48,1,4,13.856,0.1465815,44.35581996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.006669000000000008,0.17777879999999868,0.0
75a119ffa73cc009543e56d388a81030,742,0,223,0.0,21.09,21.09,1,6,10.392,0.1290744999999999,45.35582016,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0014959999999999973,2.1777792000000034,0.0
ab5fb8fe182d617dc401dcf3519b3f52,1555,0,150,0.0,14.64,14.64,1,5,10.392,0.146583,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006669000000000008,0.17777879999999868,0.0
9e02148acd2eb40e744be83fa71aad75,11120,0,728,0.0,35.67,35.67,1,4,19.72,0.1039786666666666,27.15259,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.006756000000000012,0.16291560000000516,0.0
97182dd231c4d30016b353aba16bea2a,19176,0,2206,0.0,0.96,0.96,1,4,21.1,0.1000946666666666,27.043978,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.011605999999999894,3.600000006542814e-06,0.0
5b0589511a3581ab788c02cd8161258f,65346,25529,4839,0.0,27.6,27.6,2,4,27.713,0.0998273333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.009909000000000015,0.16291560000000516,1.0
18dcad3e33f1d8b286f5d2e79c58aae6,94425,878760,8272,0.0,4.53,4.53,2,3,23.9,0.1018271666666666,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.010295999999999902,0.0,0.0
79cd5b06e48a40bd77dcc0823606ba19,61940,0,5525,0.0,3.06,3.06,1,4,48.0,0.097223,27.098284,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.008180999999999994,0.16291560000000516,0.0
4ba616294d062339b586a7ac51fcd28e,9138,0,1003,0.0,47.2,47.2,1,6,20.785,0.1039786666666666,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006756000000000012,0.1629119999999986,0.0
31a596a935f6fdaf883317afe1d92504,29824,0,5600,0.0,28.45,28.45,1,4,13.856,0.148264,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.003400999999999904,0.17777879999999868,0.0
fbedce4f43c7277eda0de2b9af59f820,21061,0,4123,0.0,25.44,25.44,1,4,33.0,0.0990148333333333,27.098284,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.007801000000000002,0.16291560000000516,1.0
6a34b0a85d31e84d251f9a1fbc3b1722,37,12998,8,0.0,34.68,34.68,2,6,13.856,0.1505155,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0045469999999999955,0.17777879999999868,1.0
64cfb431fac2cd7488a38c0f2c2ae18d,27030,0,3095,0.0,11.55,11.55,1,6,24.1,0.0996538333333333,27.0982848,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.009971000000000008,0.16291560000000516,0.0
578f9d0d204f7931eba00124ba2ca7d1,64663,0,5007,0.0,38.0,38.0,1,6,31.5,0.1003713333333333,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.008298,0.0,0.0
61a1ee4229b15b32d9ce0787b6bbf912,19770,0,0,0.0,6.18,6.18,1,4,13.2,0.1280369999999999,44.35581996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.005884000000000111,0.17777879999999868,1.0
d43e637ede43eaf8627392fcfb48e36b,7423,0,0,0.0,30.22,30.22,1,4,13.2,0.1500039999999999,44.44470996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.002818000000000015,0.17777879999999868,0.0
527c29e3569cc1902286b5a20d721e1d,726,0,121,0.0,27.28,27.28,1,4,13.85,0.150214,44.26692996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.004461999999999994,-1.1999999998124622e-06,0.0
b00cc1865009b76e30706eae8e797110,122550,0,4947,0.0,26.04,26.04,1,5,10.392,0.1508169999999999,44.44470996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0045469999999999955,0.17777879999999868,0.0
0a1f947ce271cc7dae7ef9ca7f71f422,3017,0,0,0.0,33.12,33.12,1,4,13.2,0.1479015,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007920999999999984,0.17777879999999868,1.0
babbdcd4c51d1f207c23c745de8b0261,5367,0,0,0.0,7.8,7.8,1,6,10.392,0.128774,44.35581996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.00279299999999999,0.17777879999999868,0.0
56627b3200056b8f4c68b347caede1fb,15562,0,0,0.0,15.84,15.84,1,4,17.320999999999998,0.1012431666666665,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.009458000000000091,0.0,0.0
cc47722dd4e9899358e2ebd8b563db94,736521,68630,114667,0.0,14.04,14.04,2,4,13.2,0.146936,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0037780000000000036,0.17777879999999868,0.0
0ba99c6e96bb09e08e38b5befe4a89d9,6524,0,1869,0.0,20.29,20.29,1,6,15.001,0.0972763333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0043239999999999945,0.16291560000000516,0.0
96dc223782976f1e4e0157b2de87c356,0,0,0,0.0,14.64,14.64,1,7,10.392,0.12803375,44.35581996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0018320000000000003,0.1777799999999985,0.0
fa0f037162293f6a0e8de6bf4bd3002d,7485,0,782,0.0,50.22,50.22,1,4,27.7,0.0997913333333333,27.15259,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.011269000000000001,0.16291560000000516,1.0
ba152a8eb68c445b242ea9a78d6e6515,66892,0,7727,0.0,36.12,36.12,1,4,24.15,0.0989613333333333,27.098284,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.007016000000000008,0.16291560000000516,1.0
a39ea676245d73b34142e7ca8d6114ba,881406,0,118048,0.0,23.76,23.76,1,4,10.392,0.1508169999999999,44.44470996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0045469999999999955,0.17777879999999868,0.0
628ae08478e08680c076c5d9e34cc716,81462,0,6707,0.0,31.66,31.66,1,5,15.5,0.0997913333333333,27.15259,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.007801000000000002,0.16291560000000516,0.0
58cf8808b9fb8746b9418a09e94b1100,14058,0,0,0.0,25.7,25.7,1,6,13.856,0.146174,44.44470996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0004880000000000162,0.17777879999999868,0.0
594f4d5a26a95147f4a0afbe5b5ae0a7,38387,0,3532,0.0,29.64,29.64,1,11,19.8,0.0975946666666666,27.15259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.009093999999999991,0.16291560000000516,0.0
79bd69167c122009217a025ba571fb9d,15777,0,0,0.0,29.76,29.76,1,6,13.2,0.1473865,44.26692996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0045629999999999005,-1.1999999998124622e-06,0.0
98f37df48612158caf1f23b84d0b6ad3,1563319,0,17616,0.0,24.52,24.52,2,6,13.2,0.12567675,44.44470996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.004678999999999989,0.17777879999999868,0.0
6d4e369178c7a8515c584ab6551fe54c,16461,0,1524,0.0,3.56,3.56,1,4,13.2,0.1468085,44.26692996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006186999999999998,-1.1999999998124622e-06,0.0
c475287b561e10263d7a9ceebbdacbda,62931,0,3614,0.0,5.32,5.32,1,4,15.78,0.1016231666666666,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.009786000000000003,0.16291560000000516,0.0
eaf7fc3a683b9a8b2abe500161daf4b2,47888,0,0,0.0,14.7,14.7,1,4,13.856,0.14626,44.35582098,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0031220000000000137,0.17777879999999868,0.0
682e727e4e0b8b6f3723608418e69ad7,17506,0,1315,0.0,14.49,14.49,1,6,21.0,0.0998239999999999,27.098284,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.009328000000000017,0.16291560000000516,0.0
d0df1e9525412bfb6ee0521675912ebe,2359,0,693,0.0,16.92,16.92,1,3,10.392,0.12977025,44.35581996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0029840000000000144,0.17777879999999868,0.0
30b2d04a769daf8b9ad99234097f7a8f,88359,0,6963,0.0,23.36,23.36,1,6,40.0,0.0949163333333332,27.15259,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.011520000000000002,0.16291560000000516,0.0
77e8bd1ae0d7a5132c17c503bc576e6b,1162013,0,106114,0.0,16.64,16.64,1,6,11.4,0.12977025,44.35581996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0029840000000000144,0.17777879999999868,0.0
b6838257e35b2dac2b41eb9d7f0a18c4,40056,0,1274,0.0,19.2,19.2,1,3,10.39,0.149019,44.44470996,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0013419999999998988,0.17777879999999868,0.0
f661842944124652e85a4356e73f3681,2978,0,0,0.0,22.29,22.29,1,5,11.0,0.1290744999999999,45.35582016,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0014959999999999973,2.1777792000000034,0.0
61ca9007fa039f4fc493c4c08b6d1c59,22509,0,2024,0.0,21.48,21.48,1,4,10.392,0.149831,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006138999999999978,0.0,0.0
f74a9118eb3830eae217d30c7d77d24d,3417,0,0,0.0,12.36,12.36,1,6,10.392,0.1484994999999999,44.35581996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0034229999999998983,0.17777879999999868,0.0
f7678262045fedb3047f53c5a3ea7d91,8524,0,1723,0.0,4.18,4.18,1,12,33.0,0.098939,27.043978,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.00929400000000001,3.600000006542814e-06,0.0
3ca83d75906d1436bc92bf48ad8f16b8,971469,0,82447,0.0,28.34,28.34,1,6,13.8,0.1277077499999999,44.44470996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0035210000000001074,0.17777879999999868,1.0
8eea6509c75bca4f0013e729ad7f68d8,76975,0,0,0.0,84.52,84.52,1,4,70.0,0.09747,27.15259,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0078099999999999975,0.16291560000000516,0.0
d20c701bf2c20f575dc8c6d36493cd89,2459585,544031,345010,0.0,17.38,17.38,9,6,13.8,0.1267315,44.35581996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0015469999999999928,0.17777879999999868,0.0
9df76ef54a333e2c716511d335e8bce9,22102,0,2302,0.0,15.61,15.61,1,4,32.5,0.0995916666666666,27.098284,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.013258999999999896,0.16291560000000516,0.0
f809dd701e6f94ee3522aa7fda7938ae,4863,0,434,0.0,23.47,23.47,1,6,17.320999999999998,0.0998773333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.011269000000000001,0.16291560000000516,0.0
e73c7ab44605de043470eacd6473c6e6,765101,0,84889,0.0,15.48,15.48,1,5,17.32,0.0977026666666666,27.15259,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.008993999999999891,0.0,1.0
13e34c00bdcedaeffbcf7efed2a1f7a6,5822,19875,0,0.0,15.72,15.72,2,6,13.2,0.1484994999999999,44.35581996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0034229999999998983,0.17777879999999868,0.0
9f1acbcecb75a402df0bc10f5cf93578,15438,0,314,0.0,27.32,27.32,1,4,13.2,0.149831,44.44470996,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.005532999999999982,0.17777879999999868,0.0
f0bad3ebd6afcf5bb1a7133e50091123,27526,0,2912,0.0,70.08,70.08,1,4,66.0,0.1015323333333333,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007793999999999995,0.16291560000000516,0.0
38768be12a0bbdf0cf0daa2d3d5f27c1,14243,0,0,28.0,29.76,29.76,1,3,13.856,0.1721035,45.35582016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.05023999999999998,2.1777792000000034,0.0
84ab247870bc1052ab94bf5315e3ac59,30342,0,1213,0.0,18.12,18.12,1,6,20.7,0.0987248333333333,27.098284,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.008381,0.16291560000000516,0.0
2bed05c87f4b006c0875987e74d63cce,818735,524776,71115,0.0,17.0,17.0,3,4,10.45,0.1434625,44.35581996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0019369999999999943,0.17777879999999868,0.0
